cinema,date,title,year,poster
CS,05/11/2024,Goodrich,2024,https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_SX300.jpg
CS,07/11/2024,Emilia Pérez,2024,https://m.media-amazon.com/images/M/MV5BMGM0OGNhMzktZGFlNC00NDRmLWJmOTgtYmQ0N2JlZGJhMzQyXkEyXkFqcGc@._V1_SX300.jpg
CS,07/11/2024,The Tiger's Apprentice,2024,https://m.media-amazon.com/images/M/MV5BNTljMWNkOTgtYjFlMC00NzcxLWFhMTktMDhmZWIxMjBhNWJmXkEyXkFqcGc@._V1_SX300.jpg
CS,07/11/2024,One Piece Film: Red,2022,https://m.media-amazon.com/images/M/MV5BNTdjY2YxYTQtNjIzYy00ZDczLThhNTUtNmY2ZWNkZjZiMTYzXkEyXkFqcGc@._V1_SX300.jpg
CS,07/11/2024,La Cocina,2024,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg
CS,07/11/2024,Til Death Do Us Part,2023,https://m.media-amazon.com/images/M/MV5BMzU0ZjViOTYtZWVhZC00ZTI5LTljMGUtZmZhYjI1ZjM2ZTU1XkEyXkFqcGc@._V1_SX300.jpg
CS,11/11/2024,Red Flower,2023,https://m.media-amazon.com/images/M/MV5BNDg2OTE5NTUtM2UzZi00MDczLTk0NDgtNDZkOWZlZGRiNTE5XkEyXkFqcGc@._V1_SX300.jpg
CS,12/11/2024,Letter from Masanjia,,https://m.media-amazon.com/images/M/MV5BODYwYTNmNzMtOGRhNC00YzQ0LTlkMWUtOWQwNzlhZDJkOTZjXkEyXkFqcGdeQXVyNTEwMjcwNjY@._V1_SX300.jpg
CS,14/11/2024,Gladiator II,2024,https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_SX300.jpg
CS,14/11/2024,Detroit Reawakening,2022,https://m.media-amazon.com/images/M/MV5BMWRjNjNiZTUtNzA5OS00MjI1LWFhODAtMmYzNjJlZDEzN2NmXkEyXkFqcGdeQXVyNjc1MjY4NDU@._V1_SX300.jpg
CS,14/11/2024,The Braid,2023,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg
CS,21/11/2024,Hounds of War,2024,https://m.media-amazon.com/images/M/MV5BMGM4NTYxMjktOTIxMS00NTQ0LWI1ZjAtY2JmODM1YjgyNTUzXkEyXkFqcGc@._V1_SX300.jpg
CS,21/11/2024,Wicked: Part 1,2024,https://m.media-amazon.com/images/M/MV5BMzE0NjU1NjctNTY5Mi00OGE2LWJkYjktZDI0MTNjN2RhNDMwXkEyXkFqcGc@._V1_SX300.jpg
CS,21/11/2024,Take Me Home,2023,https://m.media-amazon.com/images/M/MV5BZmNhODIwNTYtNzBlNy00ZjMzLWE5ZGEtM2UzMGYyMzFhNDAyXkEyXkFqcGc@._V1_SX300.jpg
CS,25/11/2024,Tosca,,https://m.media-amazon.com/images/M/MV5BMTg2MjliNGEtZGY1ZS00YzViLWIxOTEtOWVlZDVjNTM1MjIwXkEyXkFqcGc@._V1_SX300.jpg
CS,28/11/2024,Moana 2,2024,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg
CS,28/11/2024,The Promised Land,2023,https://m.media-amazon.com/images/M/MV5BYWViODY0NTMtYjEyOS00NDEwLWFjZDYtOGYyZDEzMjZkOGE2XkEyXkFqcGc@._V1_SX300.jpg
CS,28/11/2024,"Love, Classified",2022,https://m.media-amazon.com/images/M/MV5BYjcxNTNhZmEtNTk3ZS00NGU0LWIyZTgtZDc2YzFhMGMxY2UyXkEyXkFqcGc@._V1_SX300.jpg
CS,28/11/2024,Here,2024,
CS,05/12/2024,Small Things Like These,2024,https://m.media-amazon.com/images/M/MV5BYzM2MmVkY2QtMTdmOS00YmNhLTg3NjktNmY1YTQ3ODQ0MTAxXkEyXkFqcGc@._V1_SX300.jpg
CS,11/12/2024,Panda Bear in Africa,2024,https://m.media-amazon.com/images/M/MV5BNGI3YWFkMWEtZTZjNS00NWI1LThiYWEtZDBlZDg4NWRjMzcxXkEyXkFqcGc@._V1_SX300.jpg
CS,12/12/2024,Night of the Hunted,2023,https://m.media-amazon.com/images/M/MV5BZjJhNTRmMzQtY2M0Ny00ZGY4LTkzNDUtNWZkNDk0NjUzMTU1XkEyXkFqcGc@._V1_SX300.jpg
CS,12/12/2024,Kraven the Hunter,2024,https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_SX300.jpg
CS,12/12/2024,Arugam Bay,2023,https://m.media-amazon.com/images/M/MV5BNGRhZmUyMTYtY2M4Yi00ZjdkLTg1YjQtYTdmOTkxZGFiOTk0XkEyXkFqcGc@._V1_SX300.jpg
CS,12/12/2024,Anora,2024,https://m.media-amazon.com/images/M/MV5BYThiN2M0NTItODRmNC00NDhlLWFiYTgtMWM2YTEyYzI3ZTY1XkEyXkFqcGc@._V1_SX300.jpg
CS,18/12/2024,Runt,2024,https://m.media-amazon.com/images/M/MV5BNGJkZGM0NzEtYjZmNS00MWUyLThjNjctZTEzNjk2MWRiMzFlXkEyXkFqcGc@._V1_SX300.jpg
CS,19/12/2024,Mufasa: The Lion King,2024,https://m.media-amazon.com/images/M/MV5BNjg1YzI5ZmQtZjZkOC00ZDMzLWI4YjYtMmY5MzZjYWE3YzhjXkEyXkFqcGc@._V1_SX300.jpg
CS,26/12/2024,The Room Next Door,2024,https://m.media-amazon.com/images/M/MV5BYzk2MjI1YTgtOTcxYS00OTUyLTgyOTAtMGE0OGYyMjc0MTc3XkEyXkFqcGc@._V1_SX300.jpg
CS,26/12/2024,Sonic the Hedgehog 3,2024,https://m.media-amazon.com/images/M/MV5BZTkyMGFlNzMtMTljOC00ZDMyLWE5NWItMzVjMDZmNzA2Yjc2XkEyXkFqcGc@._V1_SX300.jpg
CS,02/01/2025,A Real Pain,2024,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
CS,16/01/2025,Words Bubble Up Like Soda Pop,,https://m.media-amazon.com/images/M/MV5BMzUxZTIyNjItMWYyOS00MGIzLTkyNzUtZTgyMjM0ODQ2YjgzXkEyXkFqcGc@._V1_SX300.jpg
CS,16/01/2025,Super/Man: The Christopher Reeve Story,2024,https://m.media-amazon.com/images/M/MV5BNzhhMjRkMmEtMGJiMi00NGEzLWExYzItNzliYmM2YmI0MjVkXkEyXkFqcGc@._V1_SX300.jpg
CS,23/01/2025,Flight/Risk,2022,https://m.media-amazon.com/images/M/MV5BNGZmMDg4OTAtZTYzZi00YjBhLWE4M2ItMDYwMDk2MGY4NTcyXkEyXkFqcGc@._V1_SX300.jpg
CS,30/01/2025,Den of Thieves 2: Pantera,2025,https://m.media-amazon.com/images/M/MV5BNGM5NDRiY2MtNWY3Ni00MGY4LWFmMTAtOTRhNDQxYmYxMmM4XkEyXkFqcGc@._V1_SX300.jpg
CS,13/02/2025,Captain America: Brave New World,2025,https://m.media-amazon.com/images/M/MV5BZTk2NTUxZDItN2Y1Ni00MDFjLTg4OWItMWY3M2Q2OGNiODUwXkEyXkFqcGc@._V1_SX300.jpg
CS,13/03/2025,Man Bites Dog,,https://m.media-amazon.com/images/M/MV5BNjAyZWRiZDktZWQ0OS00MTQ2LWE1ODgtMDBkZWNmNjQzYTA3XkEyXkFqcGc@._V1_SX300.jpg
CS,20/03/2025,Snow White,2025,https://m.media-amazon.com/images/M/MV5BZTQ1OTliZWItMzE5Zi00YzA5LTgzN2ItZjA5MjQ1ZGU3YjE2XkEyXkFqcGc@._V1_SX300.jpg
CS,28/04/2025,Falling for Figaro,,https://m.media-amazon.com/images/M/MV5BYjg1M2IzZTMtY2Y4NC00MGNmLWIyODUtM2ZkZDVmMzc0N2Y3XkEyXkFqcGc@._V1_SX300.jpg
CS,01/05/2025,Thunderbolts,2025,https://m.media-amazon.com/images/M/MV5BYTVlNDViYWUtYmQ4Ny00Y2NhLWFjMGMtNTEyYTg5ZWNkMzhiXkEyXkFqcGc@._V1_SX300.jpg
