cinema,date,time,title,year,href,poster
HRZCT,05/11/2024,11:00,Black Tea,2024,https://www.hcinema.org.il/event/%d7%aa%d7%94-%d7%a9%d7%97%d7%95%d7%a8-black-tea-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-11-05/1/,https://m.media-amazon.com/images/M/MV5BMjBhYjg3ZTgtODQxMi00M2I5LTljYWUtNDQxZmMxNGY2ZmU2XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,05/11/2024,14:00,We Live in Time,2024,https://www.hcinema.org.il/event/%d7%94%d7%96%d7%9e%d7%9f-%d7%a9%d7%9c%d7%a0%d7%95-we-live-our-time-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-11-05/1/,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,05/11/2024,16:00,We Live in Time,2024,https://www.hcinema.org.il/event/%d7%94%d7%96%d7%9e%d7%9f-%d7%a9%d7%9c%d7%a0%d7%95-we-live-our-time-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-11-05/2/,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,05/11/2024,16:30,The Teachers' Lounge,2023,https://www.hcinema.org.il/event/%d7%97%d7%93%d7%a8-%d7%94%d7%9e%d7%95%d7%a8%d7%99%d7%9d-the-teachers-lounge-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-11-05/,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,05/11/2024,18:00,Monster,2003,https://www.hcinema.org.il/event/%d7%aa%d7%9e%d7%99%d7%9e%d7%95%d7%aa-monster-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/,https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX300.jpg
HRZCT,05/11/2024,18:30,Black Tea,2024,https://www.hcinema.org.il/event/%d7%aa%d7%94-%d7%a9%d7%97%d7%95%d7%a8-black-tea-%d7%94%d7%a7%d7%a8%d7%a0%d7%94-%d7%9e%d7%a1%d7%97%d7%a8%d7%99%d7%aa-%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%96%d7%94%d7%91/2024-11-05/2/,https://m.media-amazon.com/images/M/MV5BMjBhYjg3ZTgtODQxMi00M2I5LTljYWUtNDQxZmMxNGY2ZmU2XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,05/11/2024,20:30,Undertow,2004,https://www.hcinema.org.il/event/%d7%9e%d7%aa%d7%97%d7%aa-%d7%9c%d7%96%d7%a8%d7%9d-undertow-%d7%a1%d7%a8%d7%98-%d7%aa%d7%95%d7%9b%d7%a0%d7%99%d7%99%d7%94/,https://m.media-amazon.com/images/M/MV5BMjY2ZTRjY2YtMmI5OC00NTM3LWFkMzktN2RkZWM3YmNlZTI0XkEyXkFqcGc@._V1_SX300.jpg
JAFC,05/11/2024,19:00,Eat Drink Man Woman,2024,https://www.jaffacinema.com/calendar/5275/,https://m.media-amazon.com/images/M/MV5BNGFhYTQ4ZTAtNzkyYi00YjgyLThlYzEtOWJlYWU2NjRiY2JjXkEyXkFqcGdeQXVyMTY4NjQ1NzMy._V1_SX300.jpg
JAFC,05/11/2024,19:00,Strange Birds,2017,https://www.jaffacinema.com/calendar/5276/,https://m.media-amazon.com/images/M/MV5BMTBkMmZjOWYtNzQ4My00NzhiLWI4OWMtZjAwYTQ3YmYyNmY3XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg
JAFC,05/11/2024,21:30,Perfect Days,2023,https://www.jaffacinema.com/calendar/07-11-2024-2130-%d7%99%d7%9e%d7%99%d7%9d-%d7%9e%d7%95%d7%a9%d7%9c%d7%9e%d7%99%d7%9d/,https://m.media-amazon.com/images/M/MV5BNGVmODFkM2MtOTEzMy00MjFjLThjZmYtODMxZmI1MzcyNDkyXkEyXkFqcGc@._V1_SX300.jpg
