title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
A World Apart,https://m.media-amazon.com/images/M/MV5BNTA2NGNlNGMtOGFmOC00ODk2LTgxMGMtMjMzMTI4YjIyZDliXkEyXkFqcGc@._V1_SX300.jpg,1988,yes,113,tt0096464,7.0,1863,91,50.0
Adios Buenos Aires,https://m.media-amazon.com/images/M/MV5BOTUwYzhhN2YtOGM5ZC00Y2ZlLThjNzItYTVlMmM1OTEwMDFhXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,90,tt27042638,6.5,188,88,46.76
Autumn and the Black Jaguar,https://m.media-amazon.com/images/M/MV5BYjk1ODU0MjMtN2ZiZC00ZDYxLTg1ZWItNzdhYzg2ZjM0MmRjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt16740144,5.7,677,0,25.0
Bad Boys: Ride or Die,https://m.media-amazon.com/images/M/MV5BZWNjZWUwNDgtYTM4ZC00Zjk0LTg3ZWItNGEyZmVkZTIxZDk0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,115,tt4919268,6.6,78188,65,56.76
Bad Genius,https://m.media-amazon.com/images/M/MV5BYjNiNTNlZTYtZTYzZS00MGIyLTlkYjMtYTEyNTlhM2NjYTEyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,96,tt17717416,6.0,338,83,51.52
Beautiful Wedding,https://m.media-amazon.com/images/M/MV5BYzI0ODkyYjktODRmNS00YWMzLThhMDgtNGY1YjRlMDM4MDI5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt26546123,4.0,2972,0,14.29
Beetlejuice Beetlejuice,https://m.media-amazon.com/images/M/MV5BYmRlYzE3ZTYtNjIyZi00MWYyLWEzZDItOWI5NzM1Yjc0NmI5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,105,tt2049403,6.9,82566,77,53.04
Bhool Bhulaiyaa 3,https://m.media-amazon.com/images/M/MV5BMjYyMTM4NjMtMjgzOS00N2RiLTlmZDUtOWJlMDZiOTVkMzA4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,160,tt26932223,0.0,0,0,75.61
Black Tea,https://m.media-amazon.com/images/M/MV5BMjBhYjg3ZTgtODQxMi00M2I5LTljYWUtNDQxZmMxNGY2ZmU2XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt21994228,5.2,356,27,72.41
Bonnard: Pierre & Marthe,https://m.media-amazon.com/images/M/MV5BNzBhOTRjZWEtNjVmYy00MjZiLThlMzEtZjY3OTNhNTc5MWJlXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,122,tt23004264,6.5,519,0,49.58
Cash Out,https://m.media-amazon.com/images/M/MV5BZDQ5OGRiMWItOWI4ZC00NGViLWI2ZjctNTg3YzAwN2Y0NmM2XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,92,tt24131288,4.8,2123,20,56.34
Come Closer,https://m.media-amazon.com/images/M/MV5BNWYzY2ZlN2YtN2YyMy00ZTVjLTgzMjItYTMxZTIzZmEwNzJmXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27827069,0.0,15,0,53.23
Deadpool & Wolverine,https://m.media-amazon.com/images/M/MV5BZTk5ODY0MmQtMzA3Ni00NGY1LThiYzItZThiNjFiNDM4MTM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,128,tt6263850,7.9,312522,78,55.66
Emilia Pérez,https://m.media-amazon.com/images/M/MV5BMGM0OGNhMzktZGFlNC00NDRmLWJmOTgtYmQ0N2JlZGJhMzQyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt20221436,7.4,3097,0,84.01
